"business_product_id";"information_group";"discriminator";"sub_type";"changed_time";"deleted";"name";"street";"house_number";"box_number";"postal_code";"city_name";"main_city_name";"distance";"promotional_region";"x";"y";"accessibility_label";"phone1";"phone2";"phone3";"email";"website";"facebook";"twitter";"flickr";"instagram";"accessibility_description";"deaf_desc";"auditive_desc";"mental_desc";"blind_desc";"visual_desc";"autism_desc";"deaf";"auditive";"mental";"motor";"blind";"visual";"autism";"entrance";"route_and_levels";"common_toilet";"extra_facilities";"imagesurlmain";"imagesurl"
"276822";"ROUTE";"LOOP";"HIKING_LOOP";"2020-06-02 15:20:45";"1";"Doornhammeke wandelroute";"Dorp";"9";"";"9840";"Zevergem";"Nazareth-De Pinte";"";"leieStreek";"102678.72";"185546.17";"";"+32 9 269 26 00";"";"";"toerisme@oost-vlaanderen.be";"http://www.tov.be/toegankelijkheid";"";"";"";"";"In Zevergem, een deelgemeente van De Pinte, wandel je langs de oude Scheldemeander 't Doornhammeke en langs het kasteel van Welden. De wandeling start aan de Onze-Lieve-Vrouwekerk in de dorpskern van Zevergem en is 5,6 km lang.

Een volledige wegbeschrijving vind je in de brochure ""Wandelen met een +"" uitgegeven door Toerisme Oost-Vlaanderen. De brochure vermeld zowel de pluspunten als de aandachtspunten van de wandeling. Ook toegankelijke restaurants en cafés worden besproken. De wandeling werd op toegankelijkheid gescreend door ATO (Adviesbureau Toegankelijke Omgeving). 

De brochure aanvragen kan op www.tov.be/toegankelijkheid en kost 3 Euro. Op de website vind je ook een gedetailleerde toegankelijkheidsfiche.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276715";"ROUTE";"LOOP";"HIKING_LOOP";"2025-03-06 20:05:37";"0";"Dr. Malbrain-wandelpad";"Grote Markt ";"";"";"9200";"Dendermonde";"Dendermonde";"";"scheldeland";"131148.0528768168";"191153.4161831969";"";"+32 52 21 39 56";"";"";"toerisme@dendermonde.be";"http://www.toerismedendermonde.be";"";"";"";"";"Het Dr. Malbrain-wandelpad (zo’n 5 km lang) ligt in een volledig groene omgeving en is geschikt voor rolstoelgebruikers en andere minder mobiele wandelaars. Een folder over dit pad krijg je gratis bij de dienst Toerisme of kan je downloaden via de website.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"393234";"ROUTE";"LOOP";"HIKING_LOOP";"2025-03-06 23:21:37";"0";"Drempelvrije en toegankelijke wandelroutes";"BERTEN PILSTRAAT";"5";"a";"8980";"Zonnebeke";"Zonnebeke";"";"westhoek";"52840.54191555076";"174153.5269206651";"";"+32 51 77 04 41";"";"";"toerisme@zonnebeke.be";"https://www.toerismezonnebeke.be/zien-en-doen/drempelvrij-wandelen";"";"";"";"";"Verken Zonnebeke via drie toegankelijke wandellussen die voldoen aan de Toerisme Vlaanderen toegankelijkheidsnormen: Tyne Cot Cemetery wandelroute (5,8 km), Polygon Wood wandeling (4,6 km) en Geluveld wandeling (2,6 km). Download de route via de website en vind er de informatie die op infopanelen langs elke lus staat. Voor extra informatie op maat kun je terecht bij de dienst voor toerisme Zonnebeke.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276626";"ROUTE";"THEMATIC_ROUTE";"HIKING_THEMATIC_ROUTE";"2025-03-06 11:18:46";"0";"Erfgoedwandeling voor iedereen";"Rijselstraat";"77";"";"8930";"Menen";"Menen";"";"leieStreek";"62171.4";"165421.88";"";"+32 56 53 23 63";"";"";"schippershof@menen.be";"www.westkans.be/nl/projecten/versterkte-steden";"";"";"";"";"Historische erfgoedwandeling doorheen Menen. De erfgoedwandeling is aan te kopen voor 2 euro bij toerisme Menen.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276627";"ROUTE";"THEMATIC_ROUTE";"HIKING_THEMATIC_ROUTE";"2025-06-28 19:58:06";"0";"Erfgoedwandeling voor iedereen";"Markt";"17A";"";"8647";"Lo-Reninge";"Lo-Reninge";"";"westhoek";"36312.30269538629";"186695.8201730987";"";"+32 58 28 91 66";"";"";"info@lauka.be";"www.lo-reninge.be/visit";"";"";"";"";"Historische erfgoedwandeling doorheen Lo. Uitstekende wandelfiche te downloaden via de link www.westkans.be/assets/files/Lo_fl.pdf, met  alle toegankelijkheidsinfo over de wandeling. Let wel, de informatie dateert van 2004.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276628";"ROUTE";"THEMATIC_ROUTE";"HIKING_THEMATIC_ROUTE";"2025-06-28 19:58:07";"0";"Erfgoedwandeling voor iedereen";"Monacoplein";"2";"";"8400";"Oostende";"Oostende";"";"kust";"48422.68242859357";"214433.868468388";"";"+32 59 70 11 99";"";"";"info@visitoostende.be";"https://shop.westtoer.be/nl/product/van-koningin-der-badsteden-tot-stad-aan-zee-oostende-0 ";"";"";"";"";"Historische erfgoedwandeling doorheen Oostende. De wandelfiche is te downloaden via bovenstaande link. Deze folder is ook te koop bij toerisme Oostende (3 Euro). De weg werd vernieuwd, de route (5,5 km) is bewegwijzerd met klinknagels in de grond en het parcours is uitgebreid. Het volledige parcours loopt over verharde tracé.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276629";"ROUTE";"THEMATIC_ROUTE";"HIKING_THEMATIC_ROUTE";"2019-06-06 11:33:38";"0";"Erfgoedwandeling voor iedereen";"Grote Markt";"29";"";"8630";"Veurne";"Veurne";"";"westhoek";"30351.42";"197224.78";"";"+32 58 33 55 31";"";"";"infotoerisme@veurne.be";"www.toerisme-veurne.be";"";"";"";"";"Historische erfgoedwandeling doorheen Veurne. Uitstekende wandelfiche te downloaden via de link www.westkans.be/assets/files/Veurne_fl.pdf, met alle toegankelijkheidsinfo over de wandeling. Let wel, de informatie dateert van 2004. ";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276834";"ROUTE";"LOOP";"CYCLING_LOOP";"2020-06-02 15:20:51";"1";"Fietsroute De Ceder";"Parijsestraat";"34";"";"9800";"Astene";"Deinze";"";"leieStreek";"93387.24000000001";"185813.4";"";"+32 9 269 26 00";"";"";"toerisme@oost-vlaanderen.be";"http://www.tov.be/toegankelijkheid";"";"";"";"";"Een korte fietstocht van 15,5 km voert je mee langs de Leie tot in Deinze. Vertrekken doe je van het Vakantiecentrum De Ceder (toegankelijkheidslabel A) waar 6 aangepaste parkeerplaatsen zijn.

Een volledige wegbeschrijving vind je in de brochure ""Fietsen met een +"" uitgegeven door Toerisme Oost-Vlaanderen. De brochure vermeldt zowel de pluspunten als de aandachtspunten voor de fietsroute. Ook toegankelijke restaurants en cafés worden besproken. De fietsroute werd op toegankelijkheid gescreend door ATO (Adviesbureau Toegankelijke Omgeving). 

De brochure aanvragen kan op www.tov.be/toegankelijkheid en kost 3 Euro. Op de website vind je ook een gedetailleerde toegankelijkheidsfiche van de fietsroute.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276835";"ROUTE";"LOOP";"CYCLING_LOOP";"2020-06-02 15:20:52";"1";"Fietsroute De Gavers";"Onkerzelestraat";"280";"";"9500";"Geraardsbergen";"Geraardsbergen";"";"vlaamseArdennen";"118217.17";"164651.68";"";"+32 9 269 26 00";"";"";"toerisme@oost-vlaanderen.be";"http://www.tov.be/toegankelijkheid";"";"";"";"";"Een korte lus van 16 km doorheen het domein De Gavers, langs de Dender en via een aantal rustige dorpskernen. 

Op het provinciaal domein De Gavers vind je een toegankelijke camping en vakantiebungalow, beide met een toegankelijkheidslabel A. Ook jeugdherberg 't Schipken op het domein heeft een toegankelijkheidslabel A.

Een volledige wegbeschrijving vind je in de brochure ""Fietsen met een +"" uitgegeven door Toerisme Oost-Vlaanderen. De brochure vermeldt zowel de pluspunten als de aandachtspunten voor de fietsroute. Ook toegankelijke restaurants en cafés worden besproken. De fietsroute werd op toegankelijkheid gescreend door ATO (Adviesbureau Toegankelijke Omgeving). 

De brochure aanvragen kan op www.tov.be/toegankelijkheid en kost 3 Euro. Op de website vind je ook een gedetailleerde toegankelijkheidsfiche van de fietsroute.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276833";"ROUTE";"LOOP";"CYCLING_LOOP";"2020-06-02 15:20:51";"1";"Fietsroute Het Leen";"Gentsesteenweg";"80";"";"9900";"Eeklo";"Eeklo";"";"meetjesland";"94576.36";"206721.4";"";"+32 9 269 26 00";"";"";"toerisme@oost-vlaanderen.be";"http://www.tov.be/toegankelijkheid";"";"";"";"";"Fietsroute van 27 km doorheen de zuidelijke regio van het Meetjesland. Vanuit het provinciaal domein Het Leen fiets je richting het Schipdonkkanaal en zo naar het Lievekanaal, het oudste kanaal van Vlaanderen. Je fietst door bossen en groengebieden.

Aan Het Leen is een een ruime parking met 4 aangepaste parkeerplaatsen.

Een volledige wegbeschrijving vind je in de brochure ""Fietsen met een +"" uitgegeven door Toerisme Oost-Vlaanderen. De brochure vermeld zowel de pluspunten als de aandachtspunten voor de fietsroute. Ook toegankelijke restaurants en cafés worden besproken. De fietsroute werd op toegankelijkheid gescreend door ATO (Adviesbureau Toegankelijke Omgeving). 

De brochure aanvragen kan op www.tov.be/toegankelijkheid en kost 3 Euro. Op de website vind je ook een gedetailleerde toegankelijkheidsfiche van de fietsroute.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276832";"ROUTE";"LOOP";"CYCLING_LOOP";"2020-06-02 15:20:50";"1";"Fietsroute Puyenbroeck";"Puyenbrug";"1a";"";"9185";"Wachtebeke";"Lochristi";"";"waasland";"114662.97";"204868.26";"";"+32 9 269 26 00";"";"";"toerisme@oost-vlaanderen.be";"http://www.tov.be/toegankelijkheid";"";"";"";"";"Met zijn 510 hectare is het provinciaal domein Puyenbroeck één van de grootste recreatiedomeinen in België. 

De route van 36 km start aan het bezoekerscentrum van het provinciaal domein Puyenbroeck en neemt je langs bossen, polders, kanaaltjes en kleine dorpskernen. De fietstocht loopt over veel brede fietspaden in beton- en asfaltverharding. 

Aan het bezoekerscentrum Puyenbroeck zijn 8 aangepast parkeerplaatsen. In het domein kan je een driewielfiets, handbike en handbike aankoppelfiets voor rolstoel huren. Info op www.puyenbroeck.be.

Op het domein Puyenbroeck is een toegankelijke camping (toegankelijkheidslabel A).

Een volledige wegbeschrijving vind je in de brochure ""Fietsen met een +"" uitgegeven door Toerisme Oost-Vlaanderen. Op de website vind je ook een gedetailleerde toegankelijkheidsfiche van de fietsroute.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"399109";"ROUTE";"LOOP";"HIKING_LOOP";"2025-03-06 16:27:28";"0";"Gele Route be-Mine";"BE-MINE";"1";"";"3580";"Beringen";"Beringen";"";"limburgseKempen";"210100.01231982";"195900.236780587";"";"";"";"";"";"";"";"";"";"";"Een bijna volledig verharde route (6,3 km) met onderweg info over het oude mijnverleden. Ter hoogte van het mijnmuseum is een passage in gravel, dus niet voor iedere type rolstoel toegankelijk. Bij de startplaats is een rolstoelvriendelijk toilet in de gebouwen van de Toeristische Dienst van Beringen en bij de horecagelegenheid in het duikerscentrum TODI.";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";""
"276808";"ROUTE";"LOOP";"CYCLING_LOOP";"2025-06-28 20:01:07";"0";"Grote Geteroute";"Hamelendreef ";"78";"";"3300";"Tienen";"Tienen";"";"hageland";"190027.72";"166578.78";"";"+32 16 26 76 20";"";"";"toerisme@vlaamsbrabant.be";"https://www.toerismevlaamsbrabant.be/producten/fietsen/fietsproducten/grote-geteroute/";"";"";"";"";"Een fietsroute van 14 kilometer (uitbreidbaar tot 22 km) dat vertrekt vanaan het Museumcafé op de Grote Markt in Tienen. De fietstocht laat je alle gezichten zien van deze streek: van stadskern tot uitgestrekt platteland, van historische gebouwen tot uitgestrekte industriële complexen, van drukte tot volledige rust.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"393146";"ROUTE";"LOOP";"CYCLING_LOOP";"2025-06-28 20:02:06";"0";"Halle-Leeuwroute";"MELKSTRAAT";"";"";"1500";"Halle";"Halle";"";"groeneGordel";"140781.0703870706";"158350.9047131082";"";"+32 16 26 76 20";"";"";"toerisme@vlaamsbrabant.be";"https://www.toerismevlaamsbrabant.be/producten/fietsen/fietsproducten/vaantjesroute/index.html";"";"";"";"";"Mooie toegankelijke route in het Pajottenland, vanuit Halle naar Sint-Pieters-Leeuw. Geniet van de landschappen onderweg en bezoek zeker de unieke Coloma Rozentuin met meer dan 3.000 rozenvariëteiten uit alle werelddelen. Fiets terug naar Halle langs het water. De route is 15,3 km voor de lus op knooppunten, met terugkeer via kanaal, en 21,3 km met de uitbreiding naar het provinciedomein Huizingen (niet op knooppunten).
Heb je zelf geen aangepaste fiets? Geen nood, je kan er één reserveren bij het Fietspunt Halle via fietspunt.halle@groepintro.be Ze verhuren er dames-, heren- en kinderfietsen, en een elektrische duofiets Fun2Go.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"357556";"ROUTE";"LOOP";"";"2025-03-06 16:40:47";"0";"Hallerbos - De Plateauwandeling";"Dries";"3";"";"1500";"Halle";"Halle";"";"groeneGordel";"142870.1557249995";"154290.8240966648";"";"";"";"";"anb@vlaanderen.be";"https://www.hallerbos.be/bezoekersinfo/wandelingen/";"";"";"";"";"Het Hallerbos is het belangrijkste en meest uitgestrekte bosgebied tussen Zenne en Zoniën. Het bos is een publiekslieveling dankzij het prachtige paarse tapijt van wilde hyacinten, die bloeien rond midden april. Het gevarieerd reliëf zorgt voor heerlijke wandelmogelijkheden en maakt een bezoek aan dit bos meer dan de moeite waard. De Plateauwandeling ligt op het centrale plateau in het bos en daardoor midden in hyacintengebied. Start aan Parking 4 (Dries 3 te Halle) – 4 km – witzwarte paaltjes. Het parcours is aangepast voor rolstoelgebruikers. Op regelmatige afstanden staan er aangepaste zitbanken en picknicktafels.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"357558";"ROUTE";"LOOP";"";"2025-02-22 15:51:34";"0";"Het Park van Hoegaarden";"Houtmarkt ";"1";"";"3320";"Hoegaarden";"Hoegaarden";"";"hageland";"186702.8142772491";"162591.5489972532";"";"+32 16 76 78 43";"";"";"toerisme@gemhoegaarden.be ";"www.gemeentehoegaarden.be";"";"";"";"";"De paden zijn goed te berijden met een rolstoel of een kinderwagen. De gebouwen en toiletten zouden toegankelijk zijn. We beschikken echter zelf niet over objectieve gegevens.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"276798";"ROUTE";"LOOP";"CYCLING_LOOP";"2025-03-06 15:53:28";"0";"Iedereen fietst";"PROFESSOR VAN OVERSTRAETENPLEIN";"1";"0001";"3000";"Leuven";"Leuven";"";"kunststadLeuven";"174493.9040411224";"174392.4612179343";"";"";"";"";"";"http://www.iedereenfietst.be";"";"";"";"";"Westkans vzw onderzocht de toegankelijkheid van maar liefst 360 km fietsnetwerk aan onze kust. Op www.iedereenfietst.be kan je zoeken naar routes die aan jouw wensen voldoen: zonder grind of kasseien, met rustbanken of toegankelijk toilet, zonder hellingen, enz. En dat is niet alleen bijzonder nuttig voor wie zich verplaatst met een handbike, rolstoelfiets, tandem of fietskar, maar voor iedereen! De website werd bovendien recent uitgebreid met informatie over fietsroutes elders in West-Vlaanderen, maar ook in Vlaams-Brabant. Ook op de app West-Vlinderen vind je trouwens de toegankelijke fietslussen in West-Vlaanderen. De Skeelergids West-Vlaanderen (te vinden op www.westtoer.be) geeft je dan weer informatie over goede routes voor de handbike, en om te skeeleren natuurlijk.";"";"";"";"";"";"";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";""
"398513";"ROUTE";"LOOP";"CYCLING_LOOP";"2025-03-06 23:49:42";"0";"Kempenroute (fietsroute)";"";"";"";"2000";"Antwerpen";"Antwerpen";"";"kunststadAntwerpen";"";"";"";"";"";"";"toerisme@provincieantwerpen.be";"https://www.provincieantwerpen.be/content/provant/nl/aanbod/dvt/toerisme-provincie-antwerpen/drempelvrij-toerisme/drempelvrije-fietsvakantie.html";"";"";"";"";"Voor wie minder mobiel is of er met een ‘buitengewone’ fiets op uit trekt, biedt de Kempenroute alle mogelijkheden voor een geslaagde fietsvakantie. Tientallen vrijwilligers screenden de Kempenroute (100 km) en dat leverde een gedetailleerd bouwpakket op voor een toegankelijke fietsvakantie via de Kempenroute in de provincie Antwerpen. Het bouwpakket kan je terugvinden via volgende link: https://www.provincieantwerpen.be/content/dam/provant/dvt/TPA/drempelvrijtoerisme/Download%20hier%20het%20draaiboek%20-%20Bouwpakket%20voor%20een%20drempelvrije%20fietsvakantie.pdf";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
